Name,Rating,Review,Description,Price_Range,Category,Location
홍곱창 회기본점,4.3,(23),데리야끼 막창이 시그니처인 20여년 회기동 곱창/막창 맛집,점심 저녁 동일가 1 - 2만원,"곱창,막창",회기
덴키카츠,4.1,(14),정성과 좋은 재료를 기본으로 하는 모던한 분위기의 일식 전문점,점심 저녁 동일가 1 - 2만원,돈가스,삼성
차알브라운,0.0,0,"American Vibe, New Chinese 미국에서 즐길 수 있는 중식 요리를 한국인의 입맛으로 재해석한 '퓨전 중식 요리'의 신선한 매력을 선보입니다.",점심 저녁 동일가 1 - 3만원,중식,용산
마루심 마포,0.0,0,일본 나고야식 장어덮밥 히츠마부시 전문점,점심 저녁 동일가 2 - 6만원,일식,마포
옥소반 강남역점,4.5,(24),"스키야키의 대중화를 지향하는 스키야키, 샤브샤브 전문점",점심 1 - 2만원 · 저녁 1 - 3만원,샤브샤브,강남
오코노미볼트 신사점,4.3,(9),돼지고기와 해산물이 듬뿍 들어간 프리미엄 오코노미야끼 전문점,점심 저녁 동일가 1 - 3만원,일식,청담
파미고 츄레리아,5.0,(2),스페인 식자재로 만든 전통 츄로스 디저트 샵,점심 저녁 동일가 1 - 2만원,"카페,디저트",연남
온더보더 코엑스 도심공항점,4.0,(125),"기존 온더보더와 다른 인테리어로 색다른 분위기를 느낄 수 있으며 후레쉬한 재료로 만든 부리또, 타코, 퀘사디아, 엔칠라다! 메스퀴드 화이타를 드실 수 있는 공간 p.s 최대 10명 수용한 독립된 룸 공간 예약 가능 ※ 최소 8인 이상 예약 가능",점심 저녁 동일가 1 - 8만원,멕시코음식,삼성
쭈꾸미랩소디 강남점,4.2,(25),강남역 근처 불향 가득한 쭈꾸미 맛집,점심 저녁 동일가 1 - 2만원,해물(탕/찜/볶음),강남
닥터로빈 광화문점,4.4,(63),"건강한 닥터로빈 분위기 좋은 파스타, 리조또 맛집",점심 저녁 동일가 1 - 4만원,이탈리아음식,광화문
화반 방이점,4.9,(16),잠실 모임 데이트 하기 좋은 방이동 삼겹살 맛집숙성고기 전문점,점심 저녁 동일가 1 - 5만원,"육류,고기요리",방이
서관면옥 은평한옥마을점,4.2,(13),마음으로 대접받는 감동을 경험하는 예술적인 냉면 한 상,점심 저녁 동일가 1 - 3만원,"국수,냉면",은평
고기싸롱 서울대입구역,4.6,(36),고퀼리티의 다양한 육류를 즐길 수 있는 무한리필 고깃집,점심 저녁 동일가 1 - 2만원,돼지고기구이,서울대입구
호미담,4.7,(143),친숙하지만 개성있는 한식요리와 다양한 우리술을 즐길 수 있는 한식주점,점심 저녁 동일가 1 - 3만원,한식,성수
벙구갈비 신사본점,4.4,(53),갈비 1인분에 냉면 한 그릇이 서비스인 갈비 찐맛집,점심 저녁 동일가 1 - 4만원,돼지고기구이,은평
바비레드 강남본점,4.5,(6),매운 갈비 파스타의 원조! 스파이시 퓨전 레스토랑,점심 저녁 동일가 1 - 3만원,이탈리아음식,강남
구석집,4.8,(36),"웨이팅을 이겨낼 고기국수, 곱창전골 맛집",점심 저녁 동일가 1 - 4만원,한식,영등포
봉고기,4.6,(20),친환경 무항생제 프리미엄 목살 전문점,점심 저녁 동일가 2 - 4만원,"육류,고기요리",신도림
룡산399 용산점,4.7,(35),"미팅 장소, 단체회식 장소로 추천하는 캐주얼 차이니스 다이닝",점심 저녁 동일가 1 - 6만원,중식,용산
DOO771 강남본점,5.0,(1),"Delicious Original One당신의 가치 있는 한 끼, DOO771에서 만나보세요.",점심 저녁 동일가 2 - 4만원,한식,강남
메종드단아,4.0,(10),남매쉐프가 운영하는 캐주얼 퓨전한식 레스토랑,점심 저녁 동일가 1 - 3만원,한식,은평
세컨디포레스트 송리단길점,4.4,(15),"가성비 최고 파스타, 피자 맛집",점심 저녁 동일가 1 - 3만원,파스타,송파
후라토식당 상암직영점,4.3,(14),"규카츠 & 반숙 오므라이스, 캐주얼 일본요리 전문점",점심 저녁 동일가 1 - 2만원,일식,상암
37.5 시그니처 성수점,4.7,(72),가심비 맛쥬얼! 브런치 & 와인바,점심 저녁 동일가 2 - 4만원,브런치,성수
계모임 마포직영점,0.0,0,한식 베이스로 해석한 숯불닭구이 전문점,점심 저녁 동일가 1 - 2만원,"닭,오리요리",마포
청기와타운 신사역점,4.7,(285),서울 신사역 맛집 청기와타운 신사역점은 신사역 3번 출구에 위치하고 있으며 미국 LA 한인타운의 힙하고 캐주얼한 감성을 담은 인테리어로 눈길을 사로잡는 곳입니다.,점심 저녁 동일가 2 - 3만원,"육류,고기요리",신사
김숙성 마포역점,4.8,(42),드라이에이징 돼지고기 전문점,점심 저녁 동일가 2 - 3만원,돼지고기구이,마포
함루 본점,4.4,(60),신라호텔 출신 셰프의 나고야 히츠마부시 전문점,점심 저녁 동일가 2 - 10만원,일식,공덕
매란방 월계이마트점,3.8,(33),트렌디하고 감각적인 퓨전 중식당,점심 저녁 동일가 1 - 2만원,중식,월계
비일,4.9,(48),비일의 색을 넣어 재구성한 요리와 캐쥬얼한 공간,점심 1 - 2만원 · 저녁 1 - 3만원,파스타,용산
전설의우대갈비 서울시청직영점,0.0,0,초벌로 구워 나오는 우대갈비 맛집,점심 저녁 동일가 2 - 4만원,소고기구이,시청
더코너키친,4.5,(25),"마약옥수수피자가 맛있는 화덕피자, 파스타 전문점",점심 저녁 동일가 2 - 3만원,피자,옥수
이멜다분식,3.6,(21),을지로 청계천에 위치한 퓨전 양식 맛집,점심 저녁 동일가 1 - 2만원,퓨전음식,을지로
그림나베 내방역점,5.0,(9),"대한민국 최초, 최다 판매 저탄고지, 저칼로리 밀푀유나베 전문점",점심 저녁 동일가 1 - 3만원,샤브샤브,방배
의리의 남자들,4.7,(3),먹는 것에 진심인 만큼 최선을 다해 맛있게 만드는 다양한 분식,점심 저녁 동일가 1 - 2만원,분식,종로
떡볶이농장 홍대점,4.4,(23),콘치즈 떡볶이가 시그니처인 떡볶이 맛집,점심 저녁 동일가 1만원 미만,한식,홍대
혜화동버거,4.1,(14),도넛버거가 시그니처인 수제버거집,점심 저녁 동일가 1 - 2만원,아메리칸음식,대학로
우이락 상도점,0.0,0,고추튀김이 맛있는 막걸리집,점심 저녁 동일가 1 - 3만원,전통주,상도
명현만간장게장 합정본점,4.4,(50),명현만 선수가 직접 운영하는 무한리필 간장게장 맛집,점심 저녁 동일가 3 - 4만원,한식,합정
양키스그릴 신당점,4.7,(53),스테이크를 저렴한 가격으로 누구나 부담없이 맛볼 수 있는 곳!,점심 저녁 동일가 1 - 4만원,"스테이크,립",신당
AUZ,4.4,(14),열정도에 위치한 호주식 브런치 맛집,점심 1 - 2만원 · 저녁 영업안함,브런치,용산
이치류 한남점,4.7,(83),국내 최초 정통 삿포로식 양고기 징기스칸 전문점,점심 영업안함 · 저녁 3 - 4만원,양고기,한남
등촌샤브칼국수 서울역점,4.6,(6),야채 샤브 칼국수와 볶음밥을 코스로 즐길 수 있는 샤브칼국수전문점,점심 저녁 동일가 1 - 2만원,샤브샤브,서울역
울타리 곱창,4.4,(23),신세계 정용진 부회장과 50만 팔로워 푸딘코가 인정한 돼지곱창 막창 맛집,점심 저녁 동일가 1 - 2만원,"곱창,막창",중랑
나인피스그릴,4.7,(20),와인바 뺨치는 완소 고깃집,점심 저녁 동일가 1 - 5만원,"육류,고기요리",사당
한가로이,4.2,(2),건깅한 솥밥을 부담없는 가격으로 즐기는 여의도 솥밥 전문점,점심 저녁 동일가 1 - 2만원,한식,여의도
메종오버트서울,0.0,0,자이언트 크로와상을  맛볼 수 있는 서촌 카페,점심 저녁 동일가 1만원 미만,"카페,디저트",서촌
MAILLET,4.2,(19),수요미식회에 나온 프랑스 디저트 맛집,점심 저녁 동일가 1만원 미만,"카페,디저트",반포
씽칭공원 송리단길점,0.0,0,전통 중국 음식과 다양한 아시아 요리를 한 자리에서 맛볼 수 있는 곳,점심 저녁 동일가 1 - 2만원,중식,송파
봉이밥 인사동점,4.3,(9),입에서 입으로 널리 전해져 오며 소문난 '구전음식점'이라는 색다른 테마로 진행하는 전통 한식 브랜드,점심 저녁 동일가 1 - 3만원,한식,종로
유태,4.8,(20),깔끔하고 맛있는 국밥으로 행복을 느낄 수 있는 곳,점심 저녁 동일가 1 - 2만원,한식,왕십리
원할머니 논현직영점(Flagship store),4.8,(99),"원할머니의 새로운 Flagship Store !!✔️24시간 연중무휴✔️논현동 유일의 불꺼지지 않는 매장✔️콜키지프리 (2인 1병 기준 무료)✔️다양한 주류 보유(와인,위스키,전통주)✔️주차가능 (주차 안내)✔️직원들의 정성스런 서비스",점심 1 - 4만원 · 저녁 2 - 4만원,"보쌈,족발",논현
고기꾼김춘배 공덕직영점,4.4,(66),공덕 경의선숲길 산책로 고기 맛집,점심 저녁 동일가 2 - 4만원,"육류,고기요리",공덕
양평회관 왕십리본점,5.0,(2),레트로 분위기의 냉동삼겹살이 맛있는 돼지고기 전문점,점심 저녁 동일가 1 - 2만원,돼지고기구이,왕십리
랫댓 연남,3.9,(28),닭껍질피자로 유명한 피맥 핫플,점심 저녁 동일가 2 - 3만원,피자,연남
옥소반 가양점,4.0,(3),"합리적인 가격 스키야키의 대중화를 지향하는 스키야키, 샤브샤브 전문점",점심 저녁 동일가 1 - 3만원,샤브샤브,강서
차알LG아트센터점,4.8,(63),미국에서 즐길 수 있는 중식 요리를 한국인의 입맛으로 재해석한 퓨전 중식 요리점,점심 저녁 동일가 1 - 4만원,퓨전음식,마곡
멘푸라,4.8,(21),면요리와 튀김요리를 담는 공간,점심 저녁 동일가 1만원 미만,일식,왕십리
후라토식당 신사점,0.0,0,가로수길에 위치한 규카츠 전문점,점심 저녁 동일가 1 - 2만원,일식,가로수길
명륜진사갈비 장안점,4.3,(25),**1인분 가격에 숯불돼지갈비+통삼겹살+숯불닭갈비+돼지껍데기+양념 등갈비 프렌치렉까지 모두 무한리필 **,점심 저녁 동일가 1.79만원,"육류,고기요리",장안
요쇼쿠성수,0.0,0,일본식 양식을 판매하는 서울숲 퓨전 일식 전문점,점심 저녁 동일가 1 - 2만원,일식,서울숲
탄토탄토,4.4,(10),"비비드 이탈리안, 합리적 가격의 음식과 샴페인",점심 저녁 동일가 1 - 3만원,이탈리아음식,건대
전설의우대갈비 상암직영점,0.0,0,초벌로 구워 나오는 우대갈비 맛집,점심 저녁 동일가 2 - 4만원,소고기구이,상암
영동곰탕,5.0,(12),장시간 1++한우양지만 이용해 우려낸 일일 한정판매 한우곰탕 전문점,점심 저녁 동일가 1 - 2만원,한식,논현
리애 프리미엄 올림픽공원직영점,4.5,(27),좋은 식재료와 조리기술로 만든 프리미엄 숙성육 돈가스 맛집,점심 저녁 동일가 1 - 2만원,돈가스,성내
녹원쌈밥 연희점,4.8,(8),쌈이 무한리필 되는 건강한 쌈밥집,점심 저녁 동일가 1 - 2만원,한식,연희
전설의우대갈비 강남직영점,4.1,(2),초벌로 구워 나오는 우대갈비 맛집,점심 저녁 동일가 2 - 4만원,소고기구이,강남
우월소곱창 마포직영점,4.6,(13),회식하기 좋은 서울 3대 마늘곱창 맛집,점심 1 - 3만원 · 저녁 2 - 6만원,"곱창,막창",마포
고기싸롱 장승배기점,4.6,(25),고퀼리티의 다양한 육류를 즐길 수 있는 무한리필 고깃집,점심 1.65만원 · 점심 1.75만원,"육류,고기요리",장승배기
달래해장 압구정로데오,5.0,(1),쓰린 속과 마음을 달래는 해장국 맛집,점심 저녁 동일가 1 - 4만원,한식,압구정로데오
금성회관 목동,4.6,(22),나주 배를 듬뿍 담은 특제 양념을 선보이는 돼지고기 전문점,점심 저녁 동일가 1 - 3만원,"육류,고기요리",목동
김태완스시방배본점,4.4,(4),일관성 있는 마음을 담아 내 가족이 먹을 수 있도록 정성을 다하는 김태완스시,점심 저녁 동일가 1 - 4만원,"스시,초밥",방배
고기싸롱 중화역점,4.9,(8),끝없이 연구한 특별한 염지와 숙성법으로 만든 고기를 즐길 수 있는 곳,점심 저녁 동일가 1 - 2만원,돼지고기구이,중랑
궤도,0.0,0,모던한 인테리어가 돋보이는 디저트 카페,점심 저녁 동일가 1만원 미만,"카페,디저트",서촌
라바트리 서울숲,4.8,(7),라바트리 서울숲만을 위한 새로운 도심 속의 공원,점심 저녁 동일가 1만원 미만 · 가격 변동,"카페,디저트",서울숲
일미락 상암점,4.5,(8),직접 구워주는 프리미엄 무항생제 돼지고기 전문점,점심 저녁 동일가 1 - 3만원,돼지고기구이,상암
수국쌀복,4.5,(20),베트남 쌀국수를 기반으로 복이 풀어낸 서울식 쌀국수,점심 저녁 동일가 1 - 2만원,베트남음식,서대문
한우곱해장,4.7,(4),"발산 한우진곱창의 해장국 전문 브랜드, 먹을텐데 맛집",점심 저녁 동일가 1 - 3만원,한식,마곡
멘노아지 성수,4.7,(5),다양한 취향을 반영한 참신한 일본식 면 요리의 진수,점심 저녁 동일가 1 - 2만원,일식,성수
바오차이,4.6,(7),분위기 있는 을지로 중식 레스토랑 바오차이,점심 1 - 8만원 · 저녁 1 - 15만원,중식,을지로
정이담,3.7,(70),정갈한 제철음식과 담소와 술이 함께하는 모던한식,점심 저녁 동일가 1 - 4만원,한식,서울숲
온더보더 현대디큐브시티점,3.9,(40),"마가리타, 화이타, 타코, 부리또 등을 선보이는 정통 멕시칸 레스토랑",점심 저녁 동일가 1 - 8만원,멕시코음식,신도림
양산도 공덕점,4.6,(9),나고야식 민물장어덮밥 “히츠마부시” 전문점,점심 저녁 동일가 1 - 4만원,장어요리,공덕
TWG TEA 압구정 안다즈점,4.5,(40),50여종의 다양한 티 메뉴와 함께 티와 어울리는 디저트를 맛볼 수 있는 곳,점심 저녁 동일가 1 - 2만원,"카페,디저트",압구정
효도치킨 강남고속버스터미널점,4.8,(24),효의 마음을 담아 만드는 겉바속촉 K-치킨,점심 1 - 3만원 · 저녁 2 - 3만원,"닭,오리요리",반포
후추포인트 성수,4.2,(27),초당옥수수 뇨끼로 핫한 성수 캐주얼 레스토랑,점심 저녁 동일가 1 - 4만원,이탈리아음식,성수
양산도 목동점,0.0,0,"자포니카 민물장어덮밥, 가심비 풍부한 장어덮밥",점심 저녁 동일가 1 - 4만원,장어요리,목동
사이코우스시 쌍문점,4.4,(10),가성비 좋은 쌍문동 스시 맛집,점심 저녁 동일가 1 - 3만원,"스시,초밥",쌍문
성수 까망,5.0,(1),따듯한 분위기 속 데이트 하기 좋은 캐주얼 양식당,점심 저녁 동일가 1 - 2만원,이탈리아음식,성수
육구공,5.0,(4),분위기 좋은 아시안 퓨전 파스타 맛집,점심 저녁 동일가 1 - 3만원,퓨전음식,가로수길
홍지로스,4.9,(5),레트로 감성의 낙원상가 고기구이 맛집,점심 저녁 동일가 1 - 3만원,"육류,고기요리",광화문
코코이찌방야 합정역 메세나폴리스점,4.3,(4),합정역에서 제일 가깝고 오래된 카레집,점심 저녁 동일가 1 - 2만원,일식,합정
미래회관 마곡점,4.6,(27),"인스타 3천만뷰 돌파. 국내 1% 선별육을 장인이 320시간 엄블랑 에이징한 15% 깍아낸 벽돌 통목살과 삼겹살 전문점.BTS 정국, 넉살, 하석진 등 연예인들이 찾고 전문그릴러가 끝까지 구워주는 고급지고 힙한 분위기. 콜키지/룸차지는 부담없이 프리!",점심 저녁 동일가 1 - 7만원,돼지고기구이,마곡
하순옥황금안동국시 목동본점,4.8,(6),소의 살코기만으로 육수를 낸 쫄깃하고 부드러운 안동국시 맛집,점심 저녁 동일가 1 - 2만원,한식,목동
반티엔야오 카오위 홍대점,4.3,(5),알싸한 맛이 매력적인 중국식 생선찜,점심 저녁 동일가 2 - 3만원,중식,홍대
청담동샤브 에피소드 수유 838점,4.8,(9),멋스러운 인테리어의 프리미엄 1인샤브 맛집,점심 저녁 동일가 1 - 2만원,샤브샤브,수유
퀸즈 블러바드,0.0,0,양재천 카페거리에서 즐기는 캘리포니아식 전통 멕시코 음식,점심 저녁 동일가 1 - 2만원,멕시코음식,매봉
고기싸롱 강서구청점,4.7,(55),고퀄리티의 다양한 육류가 있는 무한리필 고깃집,점심 1.75만원 · 저녁 1.85만원,돼지고기구이,강서
파라이,5.0,(18),태국 현지 미슐랭 식당,점심 저녁 동일가 1 - 2만원,아시아음식,가락
나래함박 연남점,4.1,(34),매일 먹어도 부담스럽지 않고 깔끔한 숯불 함박 전문점,점심 저녁 동일가 1 - 2만원,일식,연남
하나샤브샤브 중계본점,4.7,(11),샤브샤브와 일본식 편백나무 찜요리 맛집,점심 저녁 동일가 2 - 4만원,샤브샤브,중계
까몬 강남역삼점,4.6,(3),"베트남 로컬에서의 맛과 분위기, 까몬",점심 저녁 동일가 1 - 2만원,베트남음식,강남
고기싸롱 응암점,4.5,(13),고퀼리티의 다양한 육류를 즐길 수 있는 무한리필 고깃집,점심 1.75만원 · 저녁 1.85만원,돼지고기구이,은평
후라토식당 성수점,4.4,(3),"규카츠 & 반숙 오므라이스, 캐주얼 일본요리 전문점",점심 저녁 동일가 1 - 2만원,일식,성수
명륜진사갈비 서울쌍문점,4.6,(32),**1인분 가격에 숯불돼지갈비+통삼겹살+숯불닭갈비+돼지껍데기+양념 등갈비 프렌치렉까지 모두 무한리필 **,점심 저녁 동일가 1.89만원,"육류,고기요리",쌍문
츄로101성수점,0.0,0,블루리본 13년 연속등재!  주문과 동시에 즉석에서 만들어지는 츄러스를 즐길 수 있는 프리미엄 츄러스 카페 입니다 :),점심 저녁 동일가 1만원 미만,"카페,디저트",성수
일일양 석촌호수,4.4,(11),프리미엄 양갈비를 전문가가 직접 구워주는 양갈비 맛집,점심 저녁 동일가 3 - 4만원,양고기,석촌
후라토식당 목동점,4.0,(12),"규카츠 & 반숙 오므라이스, 캐주얼 일본요리 전문점",점심 저녁 동일가 1 - 2만원,일식,목동
봉우화로,3.9,(30),우삼겹과 항아리 냉면이 맛있는 강남역 고깃집,점심 저녁 동일가 1 - 3만원,"육류,고기요리",강남
미카도스시 마곡점,4.2,(17),,점심 가격변동 · 저녁 가격변동,"스시,초밥",강서
규범곱창,5.0,(4),휘경동 막창곱창 맛있게 하는 왕조왕십리불곱창,점심 영업안함 · 저녁 1 - 2만원,"곱창,막창",회기
양산도 등촌점,4.9,(4),나고야식 민물장어덮밥 “히츠마부시” 전문점,점심 저녁 동일가 1 - 4만원,일식,등촌
부추긴돼지,4.9,(15),단짠의 부추 삼겹살 맛집,점심 저녁 동일가 1 - 2만원,돼지고기구이,연남
사람사는 고깃집 김일도 뱅뱅점,4.7,(56),28일 672시간 숙성 한돈 전문점,점심 저녁 동일가 1 - 2만원,돼지고기구이,강남
고기싸롱 신길점,4.5,(16),고퀼리티의 다양한 육류를 즐길 수 있는 무한리필 고깃집,점심 1.75만원 · 저녁 1.85만원,돼지고기구이,신길
선데이버거클럽,4.5,(13),미국 느낌 물씬나는 핫한 수제버거 맛집,점심 저녁 동일가 1 - 3만원,아메리칸음식,압구정로데오
글렌알라키 인 서울,4.5,(36),"전설적인 마스터 디스틸러 빌리워커, 서울에 오다!글렌알라키의 여정을 경험할 수 있는 특별한 팝업스토어가 펼쳐집니다. ⠀4.19. 금 - 4.28. 일더 현대 서울 지하1층*본 페이지는 위스키클래스 예약이며, 팝업스토어는 예약없이 방문 가능합니다.",점심 가격변동 · 저녁 가격변동,기타,
스시호,5.0,(6),매일 아침 신선한 재료를 손질하여 항상 맛있게 준비해드립니다.정성 가득 담긴 스시호를 편히 즐기실 수 있도록 노력하겠습니다.감사합니다,점심 1 - 3만원 · 저녁 1 - 4만원,"스시,초밥",송파
남영동 양문 신당점,3.9,(27),줄서는 식당에도 나온 가성비 소갈비 전문점,점심 영업안함 · 저녁 2 - 6만원,소고기구이,신당
김삼보 제주생고기 & 김치찌개,5.0,(1),김치찌개와 제주산 생고기로 즐기는 든든한 한 끼,점심 저녁 동일가 1 - 2만원,한식,을지로
계신,4.8,(2),"닭계 믿을신, 믿고 먹을 수 있는 닭",점심 저녁 동일가 1 - 2만원,"닭,오리요리",보문
슬로우캘리 송리단점,4.1,(3),한국인의 입맛에 맞게 재해석한 포케 맛집,점심 저녁 동일가 1 - 2만원,베지테리안/비건,송파
남영동 양문 선릉점,4.1,(37),시그니처 사이드메뉴와 가성비 좋은 생소갈비를 즐기는 곳,점심 저녁 동일가 2 - 6만원,소고기구이,선릉
우리바다수산,4.2,(67),대방어가 맛있는 웨이팅 횟집,점심 저녁 동일가 1 - 4만원,"회,사시미",마포
경아식당 본점,4.9,(3),생방송투데이 '햄폭탄부대찌개' 맛집,점심 저녁 동일가 1 - 2만원,한식,마곡
홍콩익스프레스 본점,4.3,(1),화려한 네온사인과 홍콩 현지 분위기가 매력적인 중식당,점심 저녁 동일가 1 - 2만원,중식,광화문
가인채 홈플러스 강동점,4.2,(22),가족 외식하기 좋은 무한리필 샤브샤브 & 샐러드,점심 저녁 동일가 1 - 3만원,샤브샤브,천호
후타츠 용산,0.0,0,수십가지의 재료가 들어간 정성 가득한 마제소바 전문점,점심 저녁 동일가 1 - 2만원,일식,삼각지
봄담아 하월곡점,0.0,0,개인의 취향에 맞게 마음껏 골라 먹을 수 있는 샤브샤브의 성지,점심 저녁 동일가 1 - 2만원,샤브샤브,하월곡
제줏간 방이점,0.0,0,제주여행 온듯한 느낌의 흑돼지 찐맛집,점심 영업안함 · 저녁 1 - 2만원,돼지고기구이,방이
등촌샤브칼국수 상암점,4.4,(2),야채 샤브칼국수와 볶음밥을 코스로 즐길 수 있는 샤브칼국수전문점,점심 저녁 동일가 1 - 2만원,샤브샤브,상암
도투리 샤브칼국수 불광천,4.1,(15),1968 시작되어 50년을 넘게 이어 온 전통 있는 전국 최초 도토리 샤브 칼국수 집입니다.,점심 저녁 동일가 1 - 2만원,샤브샤브,은평
셀럽파파라치 홍대서교점,0.0,0,셀럽을 꿈꾸는 특별한 여러분을 위한 카페! 홍대 스튜디오형 테마 카페 셀럽 파파라치,점심 저녁 동일가 1만원 미만,"카페,디저트",홍대
육목원,4.8,(3),강남에서 11년 운영 중인 숙성 한우와 한돈 모두 맛있는 강남역&뱅뱅사거리 맛집  프라이빗 룸 고기집 육목원입니다. 숙성 꽃등심과 숙성 곰취 삼겹살은 어디서도 맛 보실 수 없는 육목원의 시그니쳐 메뉴입니다.,점심 저녁 동일가 1 - 8만원,"육류,고기요리",강남
프레시부리또,4.5,(5),미식의 나라 프랑스를 사로잡은 유니크한 멕시칸,점심 저녁 동일가 1만원 미만,아메리칸음식,선릉
소담식당,4.7,(2),아늑한 공간에서 일식과 양식 모두 즐길 수 있는 맛집,점심 저녁 동일가 1 - 2만원,일식,신촌
화로상회 상계역점,4.5,(8),가성비 짱 참숯화로 직화구이 무한리필 고깃집,점심 저녁 동일가 1.75만원,돼지고기구이,중계
솔직한우 옥수점,4.8,(49),솔직함이 맛과 품질이 되는 정육식당,점심 저녁 동일가 1 - 2만원,소고기구이,옥수
후타츠 노원,4.9,(5),수십가지의 재료가 들어간 정성 가득한 마제소바 전문점,점심 저녁 동일가 1 - 2만원,일식,상계
코코이찌방야 보라매점,4.6,(6),먹어도 먹어도 질리지 않는 카레 맛집,점심 저녁 동일가 1 - 2만원,일식,보라매
쇼토,4.4,(22),신라호텔 출신 셰프가 만드는 쇼트케이크 전문점,점심 저녁 동일가 1 - 2만원,케이크,압구정
노랑저고리,0.0,0,푸짐하고 깔끔한 강남역 한정식당,점심 1 - 5만원 · 저녁 2 - 5만원,한정식,강남
호헌장담,5.0,(1),외대 앞 감각적인 분위기의 퓨전 한식 다이닝,점심 저녁 동일가 1 - 3만원,한식,이문
마장동 고기집 남가좌점,4.4,(54),팔각정을 모티브로 재해석한 닭 특수부위 숯불구이 전문점,점심 저녁 동일가 1 - 2만원,"닭,오리요리",서대문
제스티살룬 목동현대,0.0,0,이영자 새우버거로 유명한 수제버거 맛집,점심 저녁 동일가 1 - 2만원,버거,목동
불이아 홍대본점,5.0,(4),국내 훠궈 요리의 효시,점심 저녁 동일가 1 - 5만원,중식,홍대
금각도 여의도점,4.8,(5),"완벽한 숙성의 맛에 도달하다, 여의도 삼겹살 전문점",점심 저녁 동일가 1 - 4만원,돼지고기구이,여의도
무궁화반점 관악점,0.0,0,합리적인 가격과 알찬 서비스를 제공하는 24시 중국집,점심 저녁 동일가 1 - 3만원,중식,신림
제비집 홍대점,5.0,(2),노포감성의 직화두루치기와 얼큰순대전골 찐맛집,점심 저녁 동일가 1 - 2만원,한식,상수
서청미역 양재점,4.7,(12),자연의 맛을 추구하는 향토음식 전문점,점심 저녁 동일가 1 - 2만원,한식,양재
육화진,5.0,(1),프라이빗하고 프리미엄한 공간에서 즐기는 육즙 팡 돼지고기,점심 저녁 동일가 1 - 4만원,돼지고기구이,신림
연가정,0.0,0,전통음식인 칼국수를 현대식으로 연구하여 정성스럽게 만드는 조그마한 식당,점심 저녁 동일가 1 - 2만원,"국수,냉면",홍대
몽가,4.2,(8),다가가기 쉬운 프랑스 음식과 휴식을 제공하는 몽가,점심 1 - 2만원 · 저녁 영업안함,브런치,석촌
유키가츠&텐동 노원점,5.0,(2),숙성 수제 돈가스 및 텐동 전문점,점심 저녁 동일가 1 - 2만원,일식,공릉
꼬치마요 건대점,0.0,0,다양한 꼬치와 안주를 즐길 수 있는 건대 이자카야,점심 영업안함 · 저녁 1 - 3만원,이자카야,건대
음무아,0.0,0,시그니쳐 메뉴 뇨끼가 있는 10년 경력셰프의 고퀄리티 맛집,점심 저녁 동일가 1 - 3만원,이탈리아음식,연남
뭉텅 연신내점,4.4,(6),돌철판에 구워먹는 주먹고기가 일품인 고깃집,점심 영업안함 · 저녁 1 - 3만원,돼지고기구이,연신내
이야이야앤프렌즈,4.5,(1),그리스 남부 크레타 섬의 소규모 가족 농장과 생산자로 시작된 이야이야 앤 프렌즈 카페로 그리스의 느낌 그대로 옮겨 놓은 곳에서 그리스 피타브레드 메뉴와 여러 카페 메뉴를 손수 제공하는 곳,점심 저녁 동일가 1 - 2만원,브런치,압구정로데오
화봉족발 선릉본점,0.0,0,"맛과 공간, 그리고 음악을 즐길 수 있는 프리미엄 모던 한식 족발",점심 영업안함 · 저녁 2 - 3만원,"족발,보쌈",선릉
인생고기,0.0,0,돼지고기의 참맛을 느낄 수 있는 삼겹살집,점심 저녁 동일가 1 - 4만원,돼지고기구이,신림
띠오 데 산타바바라 합정점,4.7,(8),건강한 캘리포니아 멕시칸의 맛을 추구하는 그릴 & 타코 전문점,점심 저녁 동일가 1 - 2만원,멕시코음식,합정
잭슨후라이드치킨 한남,0.0,0,잭슨피자에서 오픈한 켄터키 치킨 맛집,점심 저녁 동일가 1 - 3만원,아메리칸음식,한남
투파인드피터 홍대점,5.0,(2),다양한 양식 플레이트를 선보이는 캐쥬얼 다이닝 레스토랑,점심 저녁 동일가 1 - 2만원,유러피안음식,홍대
원조 부안집 덕성여대점,4.8,(10),쫀득살&목살이 맛있는 숙성 돼지고기 전문점,점심 저녁 동일가 1 - 2만원,돼지고기구이,강북
강남 차돌집,5.0,(2),직장인 점심으로 좋은 가성비 차돌박이 맛집,점심 저녁 동일가 1 - 3만원,소고기구이,강남
해적마트,5.0,(3),와인 / 위스키 / 기타 증류주 아울렛,점심 가격변동 · 저녁 가격변동,"칵테일,위스키",이태원
꽃삼뚜껑,0.0,0,종로 동대문 신설동 흑돼지 생삼겹살 맛집,점심 저녁 동일가 1 - 2만원,돼지고기구이,종로
은식당,0.0,0,밑반찬까지 전부 맛있는 냉동삼겹살 전문점,점심 저녁 동일가 1 - 2만원,돼지고기구이,혜화
굴과찜사랑,4.0,(66),싱싱한 굴과 다양한 해산물 요리를 맛볼 수 있는 곳,점심 영업안함 · 저녁 1 - 3만원,"굴, 조개",왕십리
오봉집 쌍문점,0.0,0,방송에서 극찬한 직화낙지 & 보쌈 맛집,점심 저녁 동일가 1 - 3만원,한식,창동
